folder,Filename,ID,Case,Status,Site,Grey_patch,x,y,R,G,B,h,s,v,l_lab,a_lab,b_lab
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3179,1436,8689.0,7166.0,13790.0,253.79527282714844,0.48034778237342834,0.21042190492153168,12.09716796875,9.890625,-15.65625
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3152,1428,8734.0,7341.0,12191.0,257.23297119140625,0.3978342115879059,0.18602272868156433,11.962890625,7.796875,-11.578125
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3179,1442,9699.0,7627.0,13660.0,260.60662841796875,0.4416542053222656,0.2084382325410843,12.98828125,10.09375,-13.875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3159,1427,8575.0,7289.0,12718.0,254.21253967285156,0.4268750250339508,0.19406424462795258,11.859130859375,8.609375,-13.171875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3161,1421,8461.0,7526.0,12462.0,251.36546325683594,0.39608386158943176,0.1901579350233078,12.060546875,7.34375,-12.15625
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3149,1399,8416.0,7930.0,12026.0,247.11912536621094,0.34059515595436096,0.18350499868392944,12.3779296875,5.4375,-10.21875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3157,1422,9318.0,7814.0,13791.0,255.0978546142578,0.4333983361721039,0.21043716371059418,13.14697265625,8.96875,-14.0
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3153,1427,8637.0,7225.0,12835.0,255.10157775878906,0.4370858371257782,0.19584955275058746,11.8896484375,8.765625,-13.484375
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3157,1417,8429.0,7311.0,13370.0,251.0711212158203,0.4531785249710083,0.20401312410831451,12.04833984375,8.671875,-14.671875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3178,1399,8367.0,7585.0,12280.0,249.99359130859375,0.38232874870300293,0.18738079071044922,12.109375,6.46875,-11.359375
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3159,1444,9306.0,7524.0,13464.0,257.9999694824219,0.4411762058734894,0.2054474651813507,12.63427734375,9.75,-14.078125
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3138,1428,8414.0,7207.0,14066.0,250.55838012695312,0.4876295030117035,0.21463340520858765,12.042236328125,9.859375,-16.46875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3155,1437,8820.0,6859.0,13225.0,258.4825439453125,0.4813607931137085,0.20180056989192963,11.572265625,10.53125,-15.046875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3154,1406,8931.0,7213.0,12063.0,261.2535705566406,0.4020555913448334,0.18406957387924194,11.8408203125,8.21875,-11.40625
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3160,1412,8580.0,7086.0,13175.0,254.72161865234375,0.46216294169425964,0.20103761553764343,11.7919921875,9.453125,-14.359375
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3162,1444,9336.0,7464.0,13143.0,259.7781066894531,0.4320928752422333,0.20054931938648224,12.548828125,9.28125,-13.15625
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3151,1404,8556.0,7612.0,12424.0,251.7705535888672,0.3873146176338196,0.1895780861377716,12.21923828125,6.984375,-11.90625
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3166,1420,8841.0,8054.0,13081.0,249.3932647705078,0.38429757952690125,0.19960325956344604,13.00048828125,7.265625,-12.453125
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3136,1413,8488.0,7264.0,12372.0,254.37742614746094,0.4128674864768982,0.1887846142053604,11.712646484375,7.921875,-12.34375
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3144,1417,8737.0,6865.0,12959.0,258.43121337890625,0.47025200724601746,0.19774165749549866,11.51123046875,10.21875,-14.4375
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3162,1439,9275.0,7851.0,13629.0,254.787109375,0.4239487051963806,0.2079652100801468,13.12255859375,8.8125,-13.6875
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3153,1435,9160.0,7157.0,12192.0,263.8688659667969,0.4129754602909088,0.18603800237178802,11.82861328125,9.109375,-11.765625
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3179,1401,8193.0,7525.0,12403.0,248.2164764404297,0.393291711807251,0.1892576515674591,11.9140625,6.796875,-12.03125
linear,Amador_P9090082,3,Uncased,Preserved,Amador,G5,3133,1440,8688.0,7595.0,13684.0,250.77023315429688,0.4449720084667206,0.20880445837974548,12.53662109375,8.625,-14.625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3110,2017,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3146,2012,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3131,2001,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3130,1991,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3111,2001,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3114,2024,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3123,2019,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3125,1989,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3134,1999,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3118,1996,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3156,1997,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3126,2011,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3150,1994,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3146,2025,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3113,1988,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3139,2027,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3142,1990,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3109,1985,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3142,2029,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3151,2022,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3150,1985,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3119,2027,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3138,2017,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3156,1994,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G0,3137,2013,65534.0,65534.0,65535.0,240.0,1.5258787243510596e-05,1.0,100.0,0.0,0.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3116,2093,27164.0,28033.0,48354.0,237.53939819335938,0.4382263422012329,0.7378347516059875,49.03564453125,19.21875,-41.921875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3102,2109,27901.0,27808.0,47424.0,240.2844696044922,0.4136301577091217,0.7236438393592834,48.779296875,19.4375,-40.296875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3130,2119,27128.0,27954.0,48805.0,237.71371459960938,0.4441552460193634,0.7447165846824646,48.974609375,19.984375,-43.171875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3112,2088,26267.0,28821.0,48046.0,232.9638671875,0.45329469442367554,0.7331349849700928,49.517822265625,16.203125,-40.609375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3110,2125,26347.0,29171.0,46669.0,231.66224670410156,0.4354495704174042,0.7121232748031616,49.505615234375,13.953125,-37.453125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3103,2090,27581.0,27739.0,47175.0,239.51617431640625,0.41534703969955444,0.7198443412780762,48.516845703125,19.1875,-40.140625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3111,2113,27612.0,28527.0,47490.0,237.2381591796875,0.4185722768306732,0.7246509790420532,49.383544921875,17.8125,-39.640625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3135,2115,27226.0,27407.0,48529.0,239.49021911621094,0.4389745593070984,0.7405050992965698,48.4375,21.03125,-43.453125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3129,2094,25585.0,28151.0,46065.0,232.482421875,0.4445890784263611,0.7029068470001221,48.095703125,14.875,-38.25
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3111,2122,26798.0,27819.0,46609.0,236.90777587890625,0.4250465929508209,0.7112077474594116,48.3154296875,17.515625,-39.3125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3131,2099,26903.0,28806.0,47934.0,234.5708770751953,0.4387490451335907,0.731425940990448,49.67041015625,16.6875,-40.0625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3100,2086,26646.0,27740.0,48570.0,237.0060272216797,0.45138970017433167,0.7411307096481323,48.541259765625,19.921875,-43.28125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3109,2124,27360.0,28589.0,47075.0,236.25970458984375,0.4187996983528137,0.7183184623718262,49.334716796875,16.65625,-38.578125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3149,2112,25777.0,28664.0,47293.0,231.94924926757812,0.4549509882926941,0.721644937992096,48.9501953125,15.40625,-39.78125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3148,2130,27017.0,28810.0,48046.0,234.88421630859375,0.43768465518951416,0.7331349849700928,49.7314453125,16.96875,-40.25
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3136,2111,27398.0,27628.0,46660.0,239.2835693359375,0.41281604766845703,0.7119859457015991,48.248291015625,18.78125,-39.421875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3140,2117,28658.0,28667.0,50138.0,239.974853515625,0.42841750383377075,0.765056848526001,50.32958984375,21.453125,-43.859375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3132,2122,27145.0,27818.0,49211.0,238.1700439453125,0.44839560985565186,0.7509117126464844,48.96240234375,20.859375,-44.0625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3139,2123,27597.0,28424.0,48957.0,237.67697143554688,0.4363011419773102,0.7470359206199646,49.67041015625,19.421875,-42.359375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3123,2125,26137.0,28233.0,48555.0,234.39022827148438,0.46170318126678467,0.7409018278121948,48.92578125,18.203125,-42.6875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3118,2099,27267.0,28423.0,48439.0,236.72398376464844,0.43708574771881104,0.7391317486763,49.4873046875,18.578125,-41.484375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3118,2084,25531.0,27775.0,48173.0,234.05352783203125,0.4700142443180084,0.7350728511810303,48.272705078125,18.0625,-42.875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3148,2096,27514.0,29339.0,47484.0,234.51678466796875,0.42056262493133545,0.7245593667030334,50.250244140625,15.40625,-37.984375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3111,2127,26665.0,28825.0,46746.0,233.546142578125,0.4295768141746521,0.7132982611656189,49.365234375,15.09375,-37.953125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G1,3149,2105,27239.0,28116.0,49497.0,237.6359100341797,0.4496837258338928,0.7552757859230042,49.273681640625,20.546875,-44.125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3077,2269,16004.0,18178.0,31572.0,231.62127685546875,0.4930950403213501,0.48175784945487976,31.640625,11.859375,-30.59375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3093,2257,16707.0,18406.0,32064.0,233.3619842529297,0.4789482355117798,0.4892652928829193,32.080078125,12.84375,-31.125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3122,2241,17314.0,18514.0,31983.0,235.09169006347656,0.45864981412887573,0.4880293011665344,32.391357421875,13.03125,-30.3125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3106,2266,16072.0,18588.0,31785.0,230.39266967773438,0.4943525493144989,0.48500800132751465,32.12890625,11.203125,-30.4375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3082,2237,16372.0,18315.0,29605.0,231.19021606445312,0.4469851851463318,0.45174333453178406,31.4453125,9.34375,-26.234375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3093,2241,17258.0,19067.0,33834.0,233.4519805908203,0.4899212419986725,0.5162737369537354,33.355712890625,14.03125,-33.421875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3073,2254,16765.0,18636.0,30751.0,231.97340393066406,0.4548143446445465,0.46923017501831055,32.086181640625,10.546875,-28.015625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3074,2259,16642.0,18620.0,30715.0,231.56683349609375,0.45817992091178894,0.46868085861206055,32.061767578125,10.390625,-27.75
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3108,2233,18286.0,19828.0,33587.0,233.95333862304688,0.4555630385875702,0.5125047564506531,34.454345703125,12.796875,-31.0625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3074,2242,17675.0,18543.0,31139.0,236.1319122314453,0.4323837161064148,0.4751506745815277,32.342529296875,12.5,-28.515625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3091,2268,16938.0,19095.0,29637.0,229.80865478515625,0.42848458886146545,0.45223164558410645,32.525634765625,8.109375,-24.515625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3117,2237,18379.0,19367.0,31729.0,235.55955505371094,0.42075061798095703,0.48415350914001465,33.65478515625,11.546875,-27.6875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3073,2265,16136.0,18622.0,31566.0,230.3331298828125,0.4888169765472412,0.48166629672050476,32.1044921875,11.0,-29.859375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3083,2265,16464.0,18326.0,31488.0,232.56390380859375,0.47713401913642883,0.4804760813713074,31.890869140625,11.90625,-30.1875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3099,2241,16913.0,19202.0,31128.0,230.33837890625,0.45666268467903137,0.4749828279018402,32.9833984375,9.6875,-27.53125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3077,2264,17556.0,18217.0,32078.0,237.26898193359375,0.4527089297771454,0.4894789159297943,32.220458984375,14.125,-30.890625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3114,2234,16780.0,20057.0,33224.0,228.04306030273438,0.4949433207511902,0.5069657564163208,34.246826171875,10.203125,-30.484375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3085,2233,17390.0,20252.0,29536.0,225.86203002929688,0.41122686862945557,0.45069047808647156,33.94775390625,5.484375,-21.984375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3079,2241,17349.0,17834.0,32222.0,238.04344177246094,0.461578905582428,0.4916762113571167,31.75048828125,15.0,-31.953125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3094,2257,16691.0,18045.0,32059.0,234.71368408203125,0.4793660640716553,0.4891889691352844,31.658935546875,13.828125,-31.796875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3106,2229,16776.0,19528.0,31435.0,228.73593139648438,0.4663272500038147,0.4796673655509949,33.294677734375,9.21875,-27.671875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3114,2227,17498.0,19144.0,29972.0,232.08273315429688,0.4161882996559143,0.4573433995246887,32.757568359375,9.171875,-25.078125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3098,2259,17295.0,18241.0,30582.0,235.7281494140625,0.43447116017341614,0.46665140986442566,31.805419921875,11.9375,-27.828125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3101,2225,17568.0,19681.0,31639.0,230.98997497558594,0.4447358250617981,0.48278018832206726,33.7158203125,10.0625,-27.609375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G2,3086,2234,17326.0,18761.0,32243.0,234.22805786132812,0.46264296770095825,0.4919966459274292,32.7392578125,12.703125,-30.390625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3124,2381,10111.0,12110.0,19744.0,227.54905700683594,0.48789486289024353,0.3012741208076477,20.00732421875,6.109375,-19.4375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3114,2378,10526.0,11439.0,19650.0,233.99606323242188,0.46432557702064514,0.2998397946357727,19.329833984375,8.171875,-20.15625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3132,2349,9809.0,12375.0,20105.0,225.046630859375,0.512111246585846,0.30678263306617737,20.30029296875,5.5,-20.0
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3091,2356,11255.0,12316.0,19949.0,232.67771911621094,0.4358111619949341,0.304402232170105,20.684814453125,6.84375,-18.6875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3109,2365,11741.0,12931.0,20790.0,232.10963439941406,0.4352571666240692,0.3172350525856018,21.826171875,6.90625,-19.21875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3107,2362,11736.0,12029.0,21381.0,238.1772918701172,0.45110130310058594,0.32625314593315125,20.745849609375,10.515625,-22.578125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3134,2364,10186.0,11875.0,20321.0,230.00099182128906,0.4987449645996094,0.31007859110832214,19.81201171875,7.515625,-21.09375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3118,2373,10135.0,11864.0,18651.0,227.8182373046875,0.45659735798835754,0.2845960259437561,19.439697265625,5.265625,-17.296875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3124,2363,11120.0,11790.0,19093.0,234.95799255371094,0.41758739948272705,0.29134050011634827,19.86083984375,7.09375,-17.96875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3133,2364,10198.0,11705.0,20010.0,230.78475952148438,0.49035462737083435,0.3053330183029175,19.598388671875,7.53125,-20.75
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3115,2386,11004.0,12053.0,19216.0,232.3356170654297,0.42735201120376587,0.29321736097335815,20.15380859375,6.390625,-17.84375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3116,2372,10008.0,11534.0,19005.0,229.8232879638672,0.4734015464782715,0.2899976968765259,19.171142578125,6.34375,-18.734375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3120,2360,9646.0,12726.0,17807.0,217.35574340820312,0.45830267667770386,0.2717173993587494,20.281982421875,1.21875,-13.96875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3102,2343,9084.0,12220.0,19240.0,221.47303771972656,0.5278583765029907,0.29358357191085815,19.732666015625,3.75,-18.546875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3087,2369,11984.0,12379.0,19926.0,237.015869140625,0.3985745906829834,0.3040512800216675,20.941162109375,7.796875,-18.265625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3107,2368,11562.0,11816.0,20433.0,238.28204345703125,0.43415048718452454,0.31178760528564453,20.3125,9.375,-20.609375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3092,2366,10149.0,11563.0,20828.0,232.05543518066406,0.5127230286598206,0.3178149163722992,19.622802734375,8.9375,-22.734375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3130,2372,12316.0,11798.0,20312.0,243.65045166015625,0.41916096210479736,0.30994126200675964,20.550537109375,10.140625,-19.875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3127,2353,9935.0,11716.0,19773.0,229.13804626464844,0.4975469410419464,0.3017166256904602,19.464111328125,6.890625,-20.296875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3092,2350,10042.0,12108.0,20604.0,228.2635955810547,0.5126187205314636,0.3143968880176544,20.1416015625,7.015625,-21.25
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3101,2368,11276.0,12018.0,20855.0,235.3523406982422,0.45931416749954224,0.3182269036769867,20.465087890625,9.21875,-21.375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3119,2372,10764.0,12251.0,20234.0,230.57867431640625,0.46802395582199097,0.30875104665756226,20.4833984375,7.21875,-20.015625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3134,2379,10210.0,11682.0,19925.0,230.90890502929688,0.48757821321487427,0.304036021232605,19.56787109375,7.359375,-20.46875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3116,2357,9795.0,11656.0,18736.0,227.511474609375,0.4772094190120697,0.2858930230140686,19.20166015625,5.34375,-18.03125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G3,3096,2351,9972.0,12543.0,20201.0,224.9193572998047,0.5063608884811401,0.30824750661849976,20.660400390625,4.953125,-19.421875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3065,2466,7778.0,7640.0,12202.0,241.8149871826172,0.37387290596961975,0.18619059026241302,11.859130859375,5.546875,-11.765625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3069,2465,6658.0,7632.0,11965.0,228.98814392089844,0.44354337453842163,0.18257419764995575,11.42578125,3.765625,-11.75
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3081,2449,7110.0,7810.0,13793.0,233.7154083251953,0.48452088236808777,0.21046769618988037,12.298583984375,6.015625,-15.375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3087,2451,9358.0,10281.0,16882.0,232.63955688476562,0.4456816017627716,0.2576028108596802,16.876220703125,6.203125,-16.546875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3088,2448,8407.0,8300.0,13614.0,241.20811462402344,0.39033323526382446,0.2077363282442093,13.2080078125,6.421875,-13.5625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3098,2448,7623.0,7350.0,12432.0,243.22312927246094,0.408783495426178,0.1897001564502716,11.541748046875,6.453125,-12.984375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3100,2438,9120.0,8399.0,15199.0,246.3617706298828,0.4473976194858551,0.23192186653614044,14.031982421875,9.125,-16.5
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3102,2461,7930.0,7635.0,12661.0,243.5216827392578,0.396966814994812,0.19319447875022888,11.993408203125,6.234375,-12.640625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3060,2439,7313.0,7060.0,12824.0,242.6335906982422,0.4494694471359253,0.19568169116973877,11.2060546875,7.359375,-14.59375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3089,2475,7022.0,6980.0,12789.0,240.43380737304688,0.45421820878982544,0.19514763355255127,10.858154296875,7.046875,-14.796875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3058,2455,7537.0,6857.0,13616.0,246.03639221191406,0.4964010417461395,0.2077668458223343,11.12060546875,9.328125,-16.875
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3059,2450,7147.0,7478.0,11444.0,235.378173828125,0.37548038363456726,0.1746242493391037,11.297607421875,4.03125,-10.484375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3057,2479,7955.0,8545.0,13721.0,233.86056518554688,0.42023149132728577,0.20936903357505798,13.427734375,5.328125,-13.59375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3106,2443,7265.0,7393.0,12246.0,238.45814514160156,0.4067447781562805,0.18686197698116302,11.334228515625,5.578125,-12.59375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3100,2437,9681.0,9745.0,16681.0,239.45143127441406,0.41963890194892883,0.2545357346534729,16.314697265625,7.796875,-17.09375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3060,2453,7935.0,6974.0,13131.0,249.3649444580078,0.46889013051986694,0.20036621391773224,11.358642578125,8.9375,-15.0625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3090,2449,8192.0,7401.0,12666.0,249.0142364501953,0.41567954421043396,0.19327077269554138,11.81640625,7.5,-12.90625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3063,2468,7304.0,7307.0,12808.0,239.96730041503906,0.429731160402298,0.19543755054473877,11.53564453125,6.625,-14.078125
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3106,2441,7519.0,7428.0,11583.0,241.31407165527344,0.35871511697769165,0.1767452508211136,11.468505859375,4.765625,-10.5625
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3073,2452,7876.0,7444.0,13640.0,244.18333435058594,0.4542519152164459,0.2081330567598343,12.066650390625,7.953125,-15.375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3079,2466,6663.0,7257.0,12784.0,234.17742919921875,0.47880133986473083,0.19507133960723877,11.090087890625,5.953125,-14.4375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3074,2454,7126.0,7195.0,13644.0,239.36483764648438,0.47771885991096497,0.2081940919160843,11.456298828125,7.71875,-16.359375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3057,2463,7316.0,6271.0,12974.0,249.35400390625,0.5166483521461487,0.19797055423259735,10.260009765625,9.78125,-16.4375
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3074,2457,6709.0,7184.0,12396.0,234.9885711669922,0.4587767422199249,0.1891508400440216,10.99853515625,5.40625,-13.5
linear,Amador_P9090082,4,Uncased,Preserved,Amador,G4,3065,2445,6991.0,6832.0,13297.0,241.4756317138672,0.48619958758354187,0.20289921760559082,10.821533203125,8.140625,-16.28125
